start station id,start station latitude,start station longitude,start station name,count
391,40.69760127,-73.99344559,Clark St & Henry St,2347
392,40.695065,-73.987167,Jay St & Tech Pl,2850
393,40.72299208,-73.97995466,E 5 St & Avenue C,3271
394,40.72521311,-73.97768752,E 9 St & Avenue C,2409
396,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,969
397,40.68415748,-73.96922273,Fulton St & Clermont Ave,1180
398,40.69165183,-73.99997859999999,Atlantic Ave & Furman St,3126
399,40.68851534,-73.9647628,Lafayette Ave & St James Pl,1449
400,40.71926081,-73.98178024,Pitt St & Stanton St,1079
401,40.72019576,-73.98997825,Allen St & Rivington St,5361
402,40.740343200000005,-73.98955109,Broadway & E 22 St,8210
403,40.72502876,-73.99069656,E 2 St & 2 Ave,4526
405,40.739323,-74.008119,Washington St & Gansevoort St,5453
406,40.69512845,-73.99595065,Hicks St & Montague St,1848
408,40.71076228,-73.99400398,Market St & Cherry St,1741
410,40.72066442,-73.98517977,Suffolk St & Stanton St,5194
411,40.72228087,-73.97668709,E 6 St & Avenue D,4900
412,40.715815500000005,-73.99422366,Forsyth St & Canal St,4780
415,40.7047177,-74.00926027,Pearl St & Hanover Square,3412
416,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,1515
417,40.71291224,-74.01020234,Barclay St & Church St,2188
418,40.70224,-73.982578,Front St & Gold St,1250
419,40.69580705,-73.97355569,Carlton Ave & Park Ave,701
420,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,1198
421,40.69573398,-73.97129668,Clermont Ave & Park Ave,741
422,40.770513,-73.988038,W 59 St & 10 Ave,5318
423,40.76584941,-73.98690506,W 54 St & 9 Ave,4285
426,40.71754834,-74.01322069,West St & Chambers St,10425
427,40.701907,-74.013942,Bus Slip & State St,1807
432,40.72621788,-73.98379855,E 7 St & Avenue A,6384
434,40.74317449,-74.00366443,9 Ave & W 18 St,3232
435,40.74173969,-73.99415556,W 21 St & 6 Ave,12052
436,40.68216564,-73.95399026,Hancock St & Bedford Ave,1202
437,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,1426
438,40.72779126,-73.98564945,St Marks Pl & 1 Ave,6691
439,40.726280700000004,-73.98978041,E 4 St & 2 Ave,5775
440,40.75255434,-73.97282625,E 45 St & 3 Ave,2468
442,40.746646999999996,-73.993915,W 27 St & 7 Ave,4989
443,40.70853074,-73.96408963,Bedford Ave & S 9 St,934
445,40.72740794,-73.98142006,E 10 St & Avenue A,9370
446,40.74487634,-73.99529885,W 24 St & 7 Ave,7150
447,40.76370739,-73.9851615,8 Ave & W 52 St,6278
448,40.75660359,-73.9979009,W 37 St & 10 Ave,5159
450,40.76227205,-73.98788205,W 49 St & 8 Ave,7130
453,40.74475148,-73.99915362,W 22 St & 8 Ave,6083
454,40.75455731,-73.96592976,E 51 St & 1 Ave,3395
455,40.75001986,-73.96905301,1 Ave & E 44 St,2505
456,40.75971079999999,-73.97402311,E 53 St & Madison Ave,3183
458,40.751396,-74.00522600000001,11 Ave & W 27 St,4438
460,40.71285887,-73.96590294,S 4 St & Wythe Ave,5182
461,40.73587678,-73.98205027,E 20 St & 2 Ave,3113
462,40.74691959,-74.00451887,W 22 St & 10 Ave,8154
464,40.75934501,-73.96759673,E 56 St & 3 Ave,2824
465,40.75513557,-73.98658032,Broadway & W 41 St,5053
466,40.74395411,-73.99144871,W 25 St & 6 Ave,4962
467,40.68312489,-73.97895137,Dean St & 4 Ave,1963
468,40.7652654,-73.98192338,Broadway & W 56 St,9051
469,40.76344058,-73.98268129,Broadway & W 53 St,3876
470,40.74345335,-74.00004031,W 20 St & 8 Ave,4954
471,40.71286844,-73.95698119,Grand St & Havemeyer St,2415
472,40.745712100000006,-73.98194829,E 32 St & Park Ave,5274
473,40.72110063,-73.99192540000001,Rivington St & Chrystie St,3304
474,40.7451677,-73.98683077,5 Ave & E 29 St,4954
476,40.74394314,-73.97966069,E 31 St & 3 Ave,6538
477,40.75640548,-73.9900262,W 41 St & 8 Ave,6517
478,40.76030096,-73.99884222,11 Ave & W 41 St,7137
479,40.76019252,-73.9912551,9 Ave & W 45 St,5614
480,40.76669671,-73.99061728,W 53 St & 10 Ave,5079
481,40.71260486,-73.96264403,S 3 St & Bedford Ave,3338
482,40.73935542,-73.99931783,W 15 St & 7 Ave,6145
483,40.73223272,-73.98889957,E 12 St & 3 Ave,5612
484,40.75500254,-73.98014437,W 44 St & 5 Ave,2746
485,40.75038009,-73.98338988,W 37 St & 5 Ave,3059
486,40.7462009,-73.98855723,Broadway & W 29 St,4912
487,40.73314259,-73.97573881,E 20 St & FDR Drive,3774
489,40.75066386,-74.00176802,10 Ave & W 28 St,5601
490,40.751551,-73.993934,8 Ave & W 33 St,7041
492,40.75019995,-73.99093085,W 33 St & 7 Ave,6046
493,40.7568001,-73.98291153,W 45 St & 6 Ave,2937
494,40.74734825,-73.99723551,W 26 St & 8 Ave,5701
495,40.76269882,-73.99301222,W 47 St & 10 Ave,5576
496,40.73726186,-73.99238967,E 16 St & 5 Ave,5183
497,40.73704984,-73.99009296,E 17 St & Broadway,10551
499,40.76915505,-73.98191841,Broadway & W 60 St,10106
500,40.76228826,-73.98336183,Broadway & W 51 St,3178
501,40.744219,-73.97121214,FDR Drive & E 35 St,7273
502,40.714211,-73.981095,Henry St & Grand St,4804
503,40.73827428,-73.98751968,E 20 St & Park Ave,5269
504,40.73221853,-73.98165557,1 Ave & E 16 St,7978
505,40.74901271,-73.98848395,6 Ave & W 33 St,7490
507,40.73912601,-73.97973776,E 25 St & 2 Ave,5446
508,40.76341379,-73.99667444,W 46 St & 11 Ave,3664
509,40.7454973,-74.00197139,9 Ave & W 22 St,8006
510,40.7606597,-73.98042047,W 51 St & 6 Ave,87
513,40.768254,-73.988639,W 56 St & 10 Ave,3432
514,40.76087502,-74.00277668,12 Ave & W 40 St,9335
515,40.76009437,-73.99461843,W 43 St & 10 Ave,6707
516,40.75206862,-73.96784384,E 47 St & 1 Ave,2176
517,40.751581,-73.97791,Pershing Square South,4323
519,40.751872999999996,-73.97770600000001,Pershing Square North,7921
522,40.75714758,-73.97207836,E 51 St & Lexington Ave,2438
525,40.75594159,-74.0021163,W 34 St & 11 Ave,4856
526,40.74765947,-73.98490707,E 33 St & 5 Ave,4464
528,40.74290902,-73.97706058,2 Ave & E 31 St,6394
529,40.75756989999999,-73.99098507,W 42 St & 8 Ave,3990
530,40.771496710544405,-73.99046033620834,11 Ave & W 59 St,4411
531,40.71893904,-73.99266288,Forsyth St & Broome St,4006
532,40.710451,-73.960876,S 5 Pl & S 5 St,5939
533,40.75299641,-73.98721619,Broadway & W 38 St,3145
534,40.70255065,-74.0127234,Water - Whitehall Plaza,1334
536,40.74144387,-73.97536082,1 Ave & E 30 St,4123
539,40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave,4511
540,40.74311555376486,-73.98215353488922,Lexington Ave & E 29 St,4035
545,40.736502,-73.97809472,E 23 St & 1 Ave,5781
546,40.74444921,-73.98303529,E 30 St & Park Ave S,3338
2000,40.70255088,-73.98940236,Front St & Washington St,4088
2002,40.716887,-73.96319799999999,Wythe Ave & Metropolitan Ave,4145
2003,40.73381219196632,-73.9805442094803,1 Ave & E 18 St,6447
2005,40.70531194,-73.97100056,Railroad Ave & Kay Ave,90
2006,40.76590936,-73.97634151,Central Park S & 6 Ave,8471
2008,40.70569254,-74.01677685,Little West St & 1 Pl,6531
2009,40.71117444,-73.99682619,Catherine St & Monroe St,2322
2010,40.72170005235607,-74.00238141417502,Grand St & Greene St,3394
2012,40.739445,-73.97680600000001,E 27 St & 1 Ave,6138
2017,40.75022392,-73.97121414,E 43 St & 2 Ave,2578
2021,40.75929124,-73.98859651,W 45 St & 8 Ave,3662
2022,40.759107,-73.959223,E 60 St & York Ave,1074
3016,40.72036775298455,-73.96165072917937,Kent Ave & N 7 St,5978
3041,40.67890679,-73.94142771,Kingston Ave & Herkimer St,1395
3042,40.6794268,-73.92989109999999,Fulton St & Utica Ave,1587
3043,40.6814598,-73.934903,Lewis Ave & Decatur St,1074
3044,40.6800105,-73.938475,Albany Ave & Fulton St,559
3046,40.682601,-73.938037,Marcus Garvey Blvd & Macon St,908
3047,40.682368700000005,-73.944118,Halsey St & Tompkins Ave,1299
3048,40.684020000000004,-73.94977,Putnam Ave & Nostrand Ave,695
3049,40.68488,-73.96304,Cambridge Pl & Gates Ave,1244
3050,40.6851532,-73.94111,Putnam Ave & Throop Ave,1034
3052,40.686312,-73.935775,Lewis Ave & Madison St,1640
3053,40.6900815,-73.94791500000001,Marcy Ave & Lafayette Ave,1276
3054,40.6894932,-73.942061,Greene Ave & Throop Ave,1218
3055,40.68833370000001,-73.950916,Greene Ave & Nostrand Ave,1276
3056,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,1221
3057,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,1142
3058,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,1120
3059,40.693398200000004,-73.939877,Pulaski St & Marcus Garvey Blvd,834
3060,40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave,1206
3061,40.69622937,-73.94371094,Throop Ave & Myrtle Ave,571
3062,40.69539817,-73.94954908,Myrtle Ave & Marcy Ave,960
3063,40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave,819
3064,40.69681963,-73.93756926,Myrtle Ave & Lewis Ave,778
3065,40.70029511,-73.95032283,Union Ave & Wallabout St,608
3066,40.69957608,-73.94708417,Tompkins Ave & Hopkins St,633
3067,40.7016657,-73.9437303,Broadway & Whipple St,1406
3068,40.7031724,-73.940636,Humboldt St & Varet St,797
3069,40.70411791,-73.94818595,Lorimer St & Broadway,503
3070,40.70510918,-73.94407279,McKibbin St & Manhattan Ave,963
3071,40.70538077,-73.94976519,Boerum St & Broadway,1100
3072,40.70583339,-73.94644578,Leonard St & Boerum St,840
3074,40.70767788,-73.94016171,Montrose Ave & Bushwick Ave,1622
3075,40.70708701,-73.95796783,Division Ave & Marcy Ave,389
3076,40.70870368,-73.9448625,Scholes St & Manhattan Ave,2256
3077,40.70877084,-73.95095259,Stagg St & Union Ave,2822
3078,40.70924826276157,-73.96063148975372,Broadway & Roebling St,1642
3080,40.709340000000005,-73.95608,S 4 St & Rodney St,1839
3081,40.711863,-73.944024,Graham Ave & Grand St,2104
3082,40.71167351,-73.95141312,Hope St & Union Ave,2759
3083,40.71247661,-73.94100005,Bushwick Ave & Powers St,1106
3085,40.714690000000004,-73.95739,Roebling St & N 4 St,2194
3086,40.715143,-73.944507,Graham Ave & Conselyea St,2052
3087,40.71413311,-73.95234386,Metropolitan Ave & Meeker Ave,1858
3088,40.7160751,-73.95202900000001,Union Ave & Jackson St,1291
3092,40.7190095,-73.95852515,Berry St & N 8 St,3204
3093,40.71745169,-73.95850939,N 6 St & Bedford Ave,3897
3094,40.7169811,-73.94485918,Graham Ave & Withers St,1254
3095,40.71929301,-73.94500379,Graham Ave & Herbert St,693
3096,40.71924,-73.95241999999999,Union Ave & N 12 St,3363
3100,40.724812564400175,-73.94752621650694,Nassau Ave & Newell St,1511
3101,40.72079821,-73.95484712,N 12 St & Bedford Ave,2127
3102,40.72179134,-73.95041540000001,Driggs Ave & Lorimer St,1489
3105,40.724055,-73.955736,N 15 St & Wythe Ave,737
3106,40.72325,-73.94308000000001,Driggs Ave & N Henry St,1579
3107,40.72311651,-73.95212324,Bedford Ave & Nassau Ave,3048
3108,40.725570000000005,-73.94434,Nassau Ave & Russell St,1764
3109,40.72606,-73.95621,Banker St & Meserole Ave,1215
3110,40.72708584,-73.95299117,Meserole Ave & Manhattan Ave,1963
3112,40.72906,-73.95779,Milton St & Franklin St,3424
3113,40.730259999999994,-73.95394,Greenpoint Ave & Manhattan Ave,1844
3115,40.73232194,-73.9550858,India St & Manhattan Ave,2032
3116,40.732659999999996,-73.95826,Huron St & Franklin St,2129
3117,40.735640000000004,-73.95866,Franklin St & Dupont St,2239
3118,40.73555,-73.95284000000001,McGuinness Blvd & Eagle St,1733
3119,40.74232744,-73.95411749,Vernon Blvd & 50 Ave,1724
3121,40.74524768,-73.94733276,Jackson Ave & 46 Rd,738
3122,40.74436328706688,-73.95587325096129,48 Ave & 5 St,749
3123,40.74469738,-73.93540375,31 St & Thomson Ave,661
3124,40.74731,-73.95451,46 Ave & 5 St,2306
3125,40.74708586,-73.94977234,45 Rd & 11 St,1514
3126,40.74718234,-73.9432635,44 Dr & Jackson Ave,1852
3127,40.74966,-73.9521,9 St & 44 Rd,481
3128,40.75052534,-73.94594845,21 St & 43 Ave,338
3129,40.75110165,-73.94073717,Queens Plaza North & Crescent St,4103
3130,40.75325964,-73.94335788,21 St & Queens Plaza North,927
3131,40.76712840349542,-73.96224617958069,E 68 St & 3 Ave,758
3132,40.76350532,-73.97109243,E 59 St & Madison Ave,3161
3134,40.76312584,-73.96526895,3 Ave & E 62 St,3346
3135,40.77112927,-73.95772297,E 75 St & 3 Ave,2337
3136,40.766368,-73.971518,5 Ave & E 63 St,3608
3137,40.77282817,-73.96685276,5 Ave & E 73 St,6612
3139,40.77118287540658,-73.96409422159195,E 72 St & Park Ave,2286
3140,40.77140426,-73.9535166,1 Ave & E 78 St,6624
3141,40.76500525,-73.95818491,1 Ave & E 68 St,12158
3142,40.761227399999996,-73.96094022,1 Ave & E 62 St,6683
3143,40.77632142182271,-73.96427392959596,5 Ave & E 78 St,4459
3144,40.77677702,-73.95900970000001,E 81 St & Park Ave,1667
3145,40.77862688,-73.95772073,E 84 St & Park Ave,2177
3146,40.77573034,-73.9567526,E 81 St & 3 Ave,2276
3147,40.77801203,-73.95407149,E 85 St & 3 Ave,5661
3148,40.77565541,-73.95068615,E 84 St & 1 Ave,4191
3150,40.77536905,-73.94803392,E 85 St & York Ave,2320
3151,40.7728384,-73.94989233,E 81 St & York Ave,3010
3152,40.76873687,-73.96119945,3 Ave & E 71 St,2276
3154,40.77314236,-73.95856158,E 77 St & 3 Ave,2685
3156,40.76663814,-73.95348296,E 72 St & York Ave,4964
3157,40.77518615,-73.94446054,East End Ave & E 86 St,1735
3158,40.77163851,-73.98261428,W 63 St & Broadway,4624
3159,40.77492513,-73.98266566,W 67 St & Broadway,3536
3160,40.77896784,-73.97374737,Central Park West & W 76 St,3860
3161,40.7801839724239,-73.97728532552719,W 76 St & Columbus Ave,3528
3163,40.7734066,-73.97782542,Central Park West & W 68 St,6701
3164,40.7770575,-73.97898475,Columbus Ave & W 72 St,7665
3165,40.77579376683666,-73.97620573639871,Central Park West & W 72 St,6954
3166,40.780577990103346,-73.98562431335448,Riverside Dr & W 72 St,4801
3167,40.779668090073116,-73.98093044757842,Amsterdam Ave & W 73 St,6098
3169,40.78720869,-73.98128127,Riverside Dr & W 82 St,2593
3170,40.78499979,-73.97283406,W 84 St & Columbus Ave,3894
3171,40.78524672,-73.97667321,Amsterdam Ave & W 82 St,4358
3172,40.7785669,-73.97754961,W 74 St & Columbus Ave,2660
3173,40.777507027547976,-73.98888587951659,Riverside Blvd & W 67 St,4531
3175,40.77748046,-73.98288594,W 70 St & Amsterdam Ave,4481
3177,40.7867947,-73.977112,W 84 St & Broadway,3073
3178,40.78414472,-73.98362492,Riverside Dr & W 78 St,2111
3179,40.698617,-73.941342,Park Ave & Marcus Garvey Blvd,735
3182,40.686931,-74.016966,Yankee Ferry Terminal,1782
3221,40.743,-73.93561,47 Ave & 31 St,698
3226,40.78275,-73.97137,W 82 St & Central Park West,3084
3231,40.76780080148132,-73.96592080593109,E 67 St & Park Ave,1363
3232,40.68962188790333,-73.98304268717766,Bond St & Fulton St,2566
3233,40.75724567911726,-73.97805914282799,E 48 St & 5 Ave,3028
3235,40.752165280621966,-73.97992193698882,E 41 St & Madison Ave,2275
3236,40.75898481399634,-73.99379968643187,W 42 St & Dyer Ave,3297
3241,40.686203000000006,-73.944694,Monroe St & Tompkins Ave,1503
3242,40.69102925677968,-73.99183362722397,Schermerhorn St & Court St,1539
3243,40.75892386377695,-73.96226227283478,E 58 St & 1 Ave (NE Corner),1223
3244,40.73143724085228,-73.99490341544151,University Pl & E 8 St,5315
3246,40.694281141397326,-73.99230033159256,Montague St & Clinton St,1778
3249,40.680356084043396,-73.94767910242079,Verona Pl & Fulton St,898
3254,40.69231660719192,-74.01486575603484,Soissons Landing,1687
3255,40.7505853470215,-73.9946848154068,8 Ave & W 31 St,5834
3256,40.7277140777778,-74.01129573583603,Pier 40 - Hudson River Park,8526
3259,40.74937024193277,-73.99923384189607,9 Ave & W 28 St,4553
3260,40.72706363348306,-73.99662137031554,Mercer St & Bleecker St,4230
3263,40.729514962249496,-73.99075269699097,Cooper Square & Astor Pl,5463
3282,40.78307,-73.95939,5 Ave & E 88 St,5694
3283,40.7882213,-73.97041561,W 89 St & Columbus Ave,3905
3284,40.781410700190015,-73.95595908164978,E 88 St & Park Ave,1836
3285,40.78839,-73.9747,W 87 St & Amsterdam Ave,2533
3286,40.7806284,-73.9521667,E 89 St & 3 Ave,2953
3287,40.789621999999994,-73.97757,W 87 St & West End Ave,2669
3288,40.778301,-73.9488134,E 88 St & 1 Ave,4150
3289,40.79017948095081,-73.97288918495178,W 90 St & Amsterdam Ave,2079
3290,40.7779453,-73.94604100000001,E 89 St & York Ave,2691
3292,40.785785100000005,-73.957481,5 Ave & E 93 St,2304
3293,40.7921,-73.9739,W 92 St & Broadway,2053
3294,40.7835016,-73.955327,E 91 St & Park Ave,1890
3296,40.78245417527987,-73.94891962409021,E 93 St & 2 Ave,1651
3297,40.668662700000006,-73.97988067,6 St & 7 Ave,1424
3298,40.686371,-73.99383324,Warren St & Court St,980
3299,40.788129999999995,-73.95206,E 98 St & Park Ave,1108
3300,40.66514681533792,-73.97637605667114,Prospect Park West & 8 St,1927
3301,40.7919557,-73.968087,Columbus Ave & W 95 St,5370
3302,40.7969347,-73.9643412291,Columbus Ave & W 103 St,891
3303,40.6849894,-73.99440329,Butler St & Court St,782
3304,40.668127,-73.98377641,6 Ave & 9 St,1130
3305,40.781122299341654,-73.94965589046478,E 91 St & 2 Ave,3538
3306,40.666207799999995,-73.98199886,10 St & 7 Ave,1136
3307,40.7941654,-73.974124,West End Ave & W 94 St,2666
3308,40.686175799999994,-73.99645295,Kane St & Clinton St,1242
3309,40.7859201,-73.94860294,E 97 St & 3 Ave,845
3310,40.663779,-73.98396846,14 St & 7 Ave,1494
3311,40.68763155,-74.0016256,Columbia St & Kane St,1032
3312,40.78172120000001,-73.94594000000001,1 Ave & E 94 St,2529
3313,40.666318100000005,-73.9854617,6 Ave & 12 St,1003
3314,40.7937704,-73.971888,W 95 St & Broadway,3285
3315,40.684751399999996,-73.99917254,Henry St & Degraw St,1181
3317,40.6686273,-73.98700053,10 St & 5 Ave,737
3318,40.7839636,-73.94716729999999,2 Ave & E 96 St,3561
3319,40.666287,-73.98895053,14 St & 5 Ave,1395
3321,40.683116399999996,-73.99785267,Clinton St & Union St,1121
3322,40.668603000000004,-73.99043940000001,12 St & 4 Ave,633
3323,40.798185600000004,-73.96059090060001,W 106 St & Central Park West,3569
3324,40.6685455,-73.99333264,3 Ave & 14 St,689
3325,40.7849032,-73.950503,E 95 St & 3 Ave,1509
3326,40.67434,-74.00194698,Clinton St & Centre St,353
3327,40.787721399999995,-73.94728331,3 Ave & E 100 St,873
3328,40.795,-73.9645,W 100 St & Manhattan Ave,3421
